work_id,work_category_recommended,state_recommended,ida_recommended,hon_ble_members_of_parliament_recommended,constituency_recommended,work_description_recommended,recommended_date_recommended,recommended_amount_recommended,sanction_date_recommended,work_category_sanctioned,state_sanctioned,ida_sanctioned,hon_ble_members_of_parliament_sanctioned,constituency_sanctioned,work_description_sanctioned,recommended_date_sanctioned,sanction_date_sanctioned,sanction_amount_sanctioned,work_status_sanctioned,work_category_completed,state_completed,ida_completed,work_description_completed,hon_ble_members_of_parliament_completed,constituency_completed,image_completed,completion_date_completed,amount_disbursed_completed,has_recommended_record,has_sanctioned_record,has_completed_record,total_paid,payment_count,first_payment_date,last_payment_date,has_payment_record,work_description,state,ida,constituency
WS/MP18110/2026-2027/262181,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Hangewadi in front of Hangeswar Mandir GP property No 1383 Tal Shrigonda,2026-01-27,1200000.0,2026-06-25,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Hangewadi in front of Hangeswar Mandir GP property No 1383 Tal Shrigonda,2026-01-27,2026-06-25,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Hangewadi in front of Hangeswar Mandir GP property No 1383 Tal Shrigonda,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/263941,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Ambikanagar in front of Hanuman Mandir in GP property No 178 Tal Pathardi,2026-01-31,1000000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Ambikanagar in front of Hanuman Mandir in GP property No 178 Tal Pathardi,2026-01-31,2026-06-24,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Ambikanagar in front of Hanuman Mandir in GP property No 178 Tal Pathardi,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/263943,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Pimpalgaon Tappa in front of Hanuman Mandir GP property No 52 1 Tal Pathardi,2026-01-31,1500000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Pimpalgaon Tappa in front of Hanuman Mandir GP property No 52 1 Tal Pathardi,2026-01-31,2026-06-24,1500000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Pimpalgaon Tappa in front of Hanuman Mandir GP property No 52 1 Tal Pathardi,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/263944,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Mohoj Dewadhe Kalewadi in front of Gosavi Baba Mandir GP property No 75 Tal Pathardi,2026-01-31,1200000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Mohoj Dewadhe Kalewadi in front of Gosavi Baba Mandir GP property No 75 Tal Pathardi,2026-01-31,2026-06-24,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Mohoj Dewadhe Kalewadi in front of Gosavi Baba Mandir GP property No 75 Tal Pathardi,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/263945,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Shekate in front of Khandoba Mandir GP property No 177 Tal Pathardi,2026-01-31,1200000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Shekate in front of Khandoba Mandir GP property No 177 Tal Pathardi,2026-01-31,2026-06-24,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Shekate in front of Khandoba Mandir GP property No 177 Tal Pathardi,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/263946,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Chinchpur Ijde Kuttarwadi in front of Bhairavnath Mandir GP property No 05 Tal Pathardi,2026-01-31,1000000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Chinchpur Ijde Kuttarwadi in front of Bhairavnath Mandir GP property No 05 Tal Pathardi,2026-01-31,2026-06-24,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Chinchpur Ijde Kuttarwadi in front of Bhairavnath Mandir GP property No 05 Tal Pathardi,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/263947,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Kharvandi Kasar Tulajwadi in front of Tulja Bhavani Mandir GP property No 57 Tal Pathardi,2026-01-31,1200000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Kharvandi Kasar Tulajwadi in front of Tulja Bhavani Mandir GP property No 57 Tal Pathardi,2026-01-31,2026-06-24,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Kharvandi Kasar Tulajwadi in front of Tulja Bhavani Mandir GP property No 57 Tal Pathardi,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/263948,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Bhalgaon in front of Mayamba Mandir GP property No 853 Tal Pathardi,2026-01-31,1500000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Bhalgaon in front of Mayamba Mandir GP property No 853 Tal Pathardi,2026-01-31,2026-06-24,1500000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Bhalgaon in front of Mayamba Mandir GP property No 853 Tal Pathardi,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/263949,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Mali Bhabhulgaon in front of Hanuman Mandir GP property No 1804 Tal Pathardi,2026-01-31,1200000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Mali Bhabhulgaon in front of Hanuman Mandir GP property No 1804 Tal Pathardi,2026-01-31,2026-06-24,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Mali Bhabhulgaon in front of Hanuman Mandir GP property No 1804 Tal Pathardi,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269378,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Pokhardi in front of Bhairavnath Jogeswari Mata Mandir GP property No 224 1 Tal Nagar,2026-02-18,2000000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Pokhardi in front of Bhairavnath Jogeswari Mata Mandir GP property No 224 1 Tal Nagar,2026-02-18,2026-06-24,2000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Pokhardi in front of Bhairavnath Jogeswari Mata Mandir GP property No 224 1 Tal Nagar,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269380,Trust and Society,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of rooms and halls at Takali Kazi in Shri Hanuman Vidya Prasarak Mandal Shri Bansibhau Mhaske Mad. V Ucch Mad. Vidyalaya property No 5127 Tal Nagar,2026-02-18,1500000.0,2026-06-24,Trust and Society,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of rooms and halls at Takali Kazi in Shri Hanuman Vidya Prasarak Mandal Shri Bansibhau Mhaske Mad. V Ucch Mad. Vidyalaya property No 5127 Tal Nagar,2026-02-18,2026-06-24,1500000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of rooms and halls at Takali Kazi in Shri Hanuman Vidya Prasarak Mandal Shri Bansibhau Mhaske Mad. V Ucch Mad. Vidyalaya property No 5127 Tal Nagar,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269381,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Crematorium or structure on burial cremation ground for public convenience at Bhatodi Pargoan GP property No 538 Tal Nagar,2026-02-18,1000000.0,2026-06-25,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Crematorium or structure on burial cremation ground for public convenience at Bhatodi Pargoan GP property No 538 Tal Nagar,2026-02-18,2026-06-25,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Crematorium or structure on burial cremation ground for public convenience at Bhatodi Pargoan GP property No 538 Tal Nagar,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269384,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Hatwalan in front of Datta Mandir in GP property No 140 1 Tal Nagar,2026-02-18,1000000.0,2026-06-25,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Hatwalan in front of Datta Mandir in GP property No 140 1 Tal Nagar,2026-02-18,2026-06-25,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Hatwalan in front of Datta Mandir in GP property No 140 1 Tal Nagar,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269579,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Rahuri Nagar Panchayat in front of Swami Samarth Mandir in NP property No 9125 Tal Rahuri,2026-02-19,1200000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Rahuri Nagar Panchayat in front of Swami Samarth Mandir in NP property No 9125 Tal Rahuri,2026-02-19,2026-06-24,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Rahuri Nagar Panchayat in front of Swami Samarth Mandir in NP property No 9125 Tal Rahuri,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269580,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Tandulwadi in front of Hanuman Mandir in GP property No 737 Tal Rahuri,2026-02-19,1200000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Tandulwadi in front of Hanuman Mandir in GP property No 737 Tal Rahuri,2026-02-19,2026-06-24,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Tandulwadi in front of Hanuman Mandir in GP property No 737 Tal Rahuri,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269581,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Pimpari Valan in front of Khandoba Mandir in GP property No 823 Tal Rahuri,2026-02-19,1200000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Pimpari Valan in front of Khandoba Mandir in GP property No 823 Tal Rahuri,2026-02-19,2026-06-24,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Pimpari Valan in front of Khandoba Mandir in GP property No 823 Tal Rahuri,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269582,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Rahuri Nagar Panchayat in front of Biroba Mandir in NP property No 1789 Tal Rahuri,2026-02-19,1200000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Rahuri Nagar Panchayat in front of Biroba Mandir in NP property No 1789 Tal Rahuri,2026-02-19,2026-06-24,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Rahuri Nagar Panchayat in front of Biroba Mandir in NP property No 1789 Tal Rahuri,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269583,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Aradgaon in front of Mahadev Mandir in GP property No 474 1 Tal Rahuri,2026-02-19,1200000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Aradgaon in front of Mahadev Mandir in GP property No 474 1 Tal Rahuri,2026-02-19,2026-06-24,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Aradgaon in front of Mahadev Mandir in GP property No 474 1 Tal Rahuri,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269584,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Kangar in front of Kanifnath Mandir in GP property No 440 5 Tal Rahuri,2026-02-19,1200000.0,2026-06-24,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Kangar in front of Kanifnath Mandir in GP property No 440 5 Tal Rahuri,2026-02-19,2026-06-24,1200000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Kangar in front of Kanifnath Mandir in GP property No 440 5 Tal Rahuri,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269935,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Nimgoan Gangarda in front of Laxmimata Mandir in GP property No 545 2 Tal Karjat,2026-02-20,1000000.0,2026-06-25,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Nimgoan Gangarda in front of Laxmimata Mandir in GP property No 545 2 Tal Karjat,2026-02-20,2026-06-25,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Nimgoan Gangarda in front of Laxmimata Mandir in GP property No 545 2 Tal Karjat,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269936,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Takali Khandeswari in front of Laxmiaai Mandir in NP property No 13 Tal Karjat,2026-02-20,1000000.0,2026-06-25,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Takali Khandeswari in front of Laxmiaai Mandir in NP property No 13 Tal Karjat,2026-02-20,2026-06-25,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Takali Khandeswari in front of Laxmiaai Mandir in NP property No 13 Tal Karjat,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269937,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Rashin Kurnachiwadi in front of Vitthal Rukhmini Mandir in GP property No 2018 Tal Karjat,2026-02-20,1000000.0,2026-06-25,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Rashin Kurnachiwadi in front of Vitthal Rukhmini Mandir in GP property No 2018 Tal Karjat,2026-02-20,2026-06-25,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Rashin Kurnachiwadi in front of Vitthal Rukhmini Mandir in GP property No 2018 Tal Karjat,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269938,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Kangudwadi in front of Renuka Mata Mandir in GP property No 99 Tal Karjat,2026-02-20,1000000.0,2026-06-25,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Kangudwadi in front of Renuka Mata Mandir in GP property No 99 Tal Karjat,2026-02-20,2026-06-25,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Kangudwadi in front of Renuka Mata Mandir in GP property No 99 Tal Karjat,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/269939,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Kumbhefal Dhandewadi in front of Tulja Bhawani Mandir in GP property No 359 Tal Karjat,2026-02-20,1000000.0,2026-06-25,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,Construction of a community centres and community halls at Kumbhefal Dhandewadi in front of Tulja Bhawani Mandir in GP property No 359 Tal Karjat,2026-02-20,2026-06-25,1000000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,Construction of a community centres and community halls at Kumbhefal Dhandewadi in front of Tulja Bhawani Mandir in GP property No 359 Tal Karjat,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
WS/MP18110/2026-2027/270604,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,"To Erect Street Light in Mohote, Mohote to Mohta Devi Road Taluka Pathardi District Ahilyanagar",2026-02-24,800000.0,2026-06-25,Normal/Others,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),NILESH DNYANDEV LANKE,AHMEDNAGAR,"To Erect Street Light in Mohote, Mohote to Mohta Devi Road Taluka Pathardi District Ahilyanagar",2026-02-24,2026-06-25,800000.0,Sanction,,,,,,,,,,True,True,False,,,,,False,"To Erect Street Light in Mohote, Mohote to Mohta Devi Road Taluka Pathardi District Ahilyanagar",Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),AHMEDNAGAR
