work_id,demo_anonymous_id,work_category,financial_year,sanctioned_amount_inr,semantic_peer_count,average_similarity,peer_median_inr,peer_q1_inr,peer_q3_inr,cost_ratio_to_median,semantic_cost_score,cost_flag,cost_explanation
WS/MP18119/2025-2026/163417,ND-WRK-0674,Normal/Others,2025-2026,2000000.0,20,0.704,1000000.0,799110.0,1275000.0,2.0,70.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 20 semantically similar works. Average description similarity: 0.70."
WS/MP18113/2025-2026/162522,ND-WRK-0292,Normal/Others,2025-2026,2499612.0,20,0.588,1000000.0,973007.75,1998411.5,2.5,69.99,True,"Sanctioned amount ₹2,499,612 is 2.50× the median ₹1,000,000 across 20 semantically similar works. Average description similarity: 0.59."
WS/MP18120/2026-2027/169230,ND-WRK-0760,Normal/Others,2026-2027,1981405.0,30,0.672,993509.5,500000.0,1000000.0,1.99,69.77,True,"Sanctioned amount ₹1,981,405 is 1.99× the median ₹993,510 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP18258/2025-2026/183834,ND-WRK-1706,Normal/Others,2025-2026,1966157.0,30,0.676,989374.0,725000.0,1000000.0,1.99,69.49,True,"Sanctioned amount ₹1,966,157 is 1.99× the median ₹989,374 across 30 semantically similar works. Average description similarity: 0.68."
WS/MP18307/2025-2026/231069,ND-WRK-1825,Normal/Others,2025-2026,2400000.0,30,0.616,1000000.0,1000000.0,1973411.5,2.4,68.0,True,"Sanctioned amount ₹2,400,000 is 2.40× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.62."
WS/MP18115/2026-2027/186492,ND-WRK-0400,Normal/Others,2026-2027,700000.0,7,0.598,292053.0,200000.0,649824.5,2.4,67.94,True,"Sanctioned amount ₹700,000 is 2.40× the median ₹292,053 across 7 semantically similar works. Average description similarity: 0.60."
WS/MP18308/2025-2026/244713,ND-WRK-1865,Normal/Others,2025-2026,2500000.0,30,0.73,1050000.0,990007.5,1900000.0,2.38,67.62,True,"Sanctioned amount ₹2,500,000 is 2.38× the median ₹1,050,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18308/2025-2026/244685,ND-WRK-1855,Normal/Others,2025-2026,2500000.0,30,0.694,1050000.0,990000.0,1900000.0,2.38,67.62,True,"Sanctioned amount ₹2,500,000 is 2.38× the median ₹1,050,000 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18308/2025-2026/145427,ND-WRK-1844,Normal/Others,2025-2026,3000000.0,30,0.666,1300000.0,992366.5,1900000.0,2.31,66.15,True,"Sanctioned amount ₹3,000,000 is 2.31× the median ₹1,300,000 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP18307/2025-2026/262458,ND-WRK-1830,Normal/Others,2025-2026,2300000.0,18,0.57,1000000.0,1000000.0,1800000.0,2.3,66.0,True,"Sanctioned amount ₹2,300,000 is 2.30× the median ₹1,000,000 across 18 semantically similar works. Average description similarity: 0.57."
WS/MP18122/2024-2025/186311,ND-WRK-0797,Normal/Others,2024-2025,1500000.0,13,0.585,799000.0,699551.0,999464.0,1.88,65.09,True,"Sanctioned amount ₹1,500,000 is 1.88× the median ₹799,000 across 13 semantically similar works. Average description similarity: 0.58."
WS/MP18126/2026-2027/256579,ND-WRK-1116,Normal/Others,2026-2027,1499000.0,30,0.858,800000.0,700000.0,1000000.0,1.87,64.95,True,"Sanctioned amount ₹1,499,000 is 1.87× the median ₹800,000 across 30 semantically similar works. Average description similarity: 0.86."
WS/MP18308/2025-2026/244683,ND-WRK-1854,Normal/Others,2025-2026,3000000.0,30,0.686,1397320.0,1000000.0,2000000.0,2.15,62.94,True,"Sanctioned amount ₹3,000,000 is 2.15× the median ₹1,397,320 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18429/2026-2027/239006,ND-WRK-2040,Normal/Others,2026-2027,1487600.0,15,0.646,700000.0,599500.0,994829.5,2.13,62.5,True,"Sanctioned amount ₹1,487,600 is 2.13× the median ₹700,000 across 15 semantically similar works. Average description similarity: 0.65."
WS/MP18323/2026-2027/144120,ND-WRK-1907,Normal/Others,2026-2027,1991059.0,30,0.739,1100000.0,1000000.0,1200000.0,1.81,62.4,True,"Sanctioned amount ₹1,991,059 is 1.81× the median ₹1,100,000 across 30 semantically similar works. Average description similarity: 0.74."
WS/MP18308/2025-2026/145424,ND-WRK-1841,Normal/Others,2025-2026,1800000.0,30,0.818,1000000.0,995972.25,1000000.0,1.8,62.0,True,"Sanctioned amount ₹1,800,000 is 1.80× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.82."
WS/MP664/2026-2027/291154,ND-WRK-2129,Normal/Others,2026-2027,1800000.0,30,0.611,1000000.0,699475.0,1000000.0,1.8,62.0,True,"Sanctioned amount ₹1,800,000 is 1.80× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.61."
WS/MP664/2025-2026/146367,ND-WRK-2121,Normal/Others,2025-2026,2094646.0,30,0.657,1000000.0,999250.0,1500000.0,2.09,61.89,True,"Sanctioned amount ₹2,094,646 is 2.09× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18376/2026-2027/197883,ND-WRK-2009,Normal/Others,2026-2027,2500000.0,17,0.572,1200000.0,1000000.0,1981405.0,2.08,61.67,True,"Sanctioned amount ₹2,500,000 is 2.08× the median ₹1,200,000 across 17 semantically similar works. Average description similarity: 0.57."
WS/MP18308/2025-2026/244716,ND-WRK-1868,Normal/Others,2025-2026,3000000.0,30,0.657,1487373.0,1000000.0,2000000.0,2.02,60.34,True,"Sanctioned amount ₹3,000,000 is 2.02× the median ₹1,487,373 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18123/2025-2026/241950,ND-WRK-0841,Normal/Others,2025-2026,1497956.0,30,0.602,747000.0,500000.0,993505.25,2.01,60.11,True,"Sanctioned amount ₹1,497,956 is 2.01× the median ₹747,000 across 30 semantically similar works. Average description similarity: 0.60."
WS/MP18308/2025-2026/244692,ND-WRK-1857,Normal/Others,2025-2026,3000000.0,30,0.67,1497320.0,1000000.0,2300000.0,2.0,60.07,True,"Sanctioned amount ₹3,000,000 is 2.00× the median ₹1,497,320 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP687/2025-2026/243692,ND-WRK-2366,Normal/Others,2025-2026,3000000.0,30,0.754,1497704.5,999250.0,1875000.0,2.0,60.06,True,"Sanctioned amount ₹3,000,000 is 2.00× the median ₹1,497,704 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP687/2025-2026/243712,ND-WRK-2370,Normal/Others,2025-2026,2500000.0,30,0.801,1248877.5,992529.0,1875000.0,2.0,60.04,True,"Sanctioned amount ₹2,500,000 is 2.00× the median ₹1,248,878 across 30 semantically similar works. Average description similarity: 0.80."
WS/MP18361/2025-2026/226169,ND-WRK-1942,Normal/Others,2025-2026,2000000.0,30,0.727,1000000.0,997602.75,1575000.0,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP685/2025-2026/196305,ND-WRK-2307,Normal/Others,2025-2026,600000.0,30,0.816,300000.0,220000.0,600000.0,2.0,60.0,True,"Sanctioned amount ₹600,000 is 2.00× the median ₹300,000 across 30 semantically similar works. Average description similarity: 0.82."
WS/MP685/2025-2026/196296,ND-WRK-2301,Normal/Others,2025-2026,600000.0,30,0.806,300000.0,220000.0,600000.0,2.0,60.0,True,"Sanctioned amount ₹600,000 is 2.00× the median ₹300,000 across 30 semantically similar works. Average description similarity: 0.81."
WS/MP664/2026-2027/146584,ND-WRK-2125,Normal/Others,2026-2027,2000000.0,30,0.628,1000000.0,500000.0,1367500.0,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.63."
WS/MP661/2026-2027/147464,ND-WRK-2096,Normal/Others,2026-2027,1000000.0,21,0.642,500000.0,500000.0,700000.0,2.0,60.0,True,"Sanctioned amount ₹1,000,000 is 2.00× the median ₹500,000 across 21 semantically similar works. Average description similarity: 0.64."
WS/MP18110/2025-2026/248578,ND-WRK-0020,Normal/Others,2025-2026,2000000.0,30,0.774,1000000.0,969689.25,1406059.5,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.77."
WS/MP685/2025-2026/196312,ND-WRK-2311,Normal/Others,2025-2026,600000.0,30,0.78,300000.0,220000.0,575000.0,2.0,60.0,True,"Sanctioned amount ₹600,000 is 2.00× the median ₹300,000 across 30 semantically similar works. Average description similarity: 0.78."
WS/MP687/2025-2026/182570,ND-WRK-2351,Normal/Others,2025-2026,2000000.0,30,0.808,1000000.0,998250.0,1500000.0,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.81."
WS/MP685/2025-2026/196314,ND-WRK-2313,Normal/Others,2025-2026,600000.0,30,0.791,300000.0,220000.0,575000.0,2.0,60.0,True,"Sanctioned amount ₹600,000 is 2.00× the median ₹300,000 across 30 semantically similar works. Average description similarity: 0.79."
WS/MP18110/2026-2027/248579,ND-WRK-0024,Normal/Others,2026-2027,1000000.0,13,0.62,500000.0,300000.0,1000000.0,2.0,60.0,True,"Sanctioned amount ₹1,000,000 is 2.00× the median ₹500,000 across 13 semantically similar works. Average description similarity: 0.62."
WS/MP681/2025-2026/216393,ND-WRK-2268,Normal/Others,2025-2026,2000000.0,19,0.58,1000000.0,724940.0,1350000.0,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 19 semantically similar works. Average description similarity: 0.58."
WS/MP685/2025-2026/196341,ND-WRK-2314,Normal/Others,2025-2026,600000.0,30,0.78,300000.0,220000.0,575000.0,2.0,60.0,True,"Sanctioned amount ₹600,000 is 2.00× the median ₹300,000 across 30 semantically similar works. Average description similarity: 0.78."
WS/MP664/2026-2027/221410,ND-WRK-2127,Normal/Others,2026-2027,2500000.0,6,0.57,1250000.0,992500.0,1725000.0,2.0,60.0,True,"Sanctioned amount ₹2,500,000 is 2.00× the median ₹1,250,000 across 6 semantically similar works. Average description similarity: 0.57."
WS/MP18113/2025-2026/193577,ND-WRK-0305,Normal/Others,2025-2026,2000000.0,30,0.755,1000000.0,995434.5,1498660.0,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18133/2025-2026/253839,ND-WRK-1493,Normal/Others,2025-2026,1000000.0,30,0.689,500000.0,500000.0,990138.5,2.0,60.0,True,"Sanctioned amount ₹1,000,000 is 2.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.69."
WS/MP18116/2025-2026/235824,ND-WRK-0482,Normal/Others,2025-2026,1000000.0,6,0.566,500000.0,350000.0,875000.0,2.0,60.0,True,"Sanctioned amount ₹1,000,000 is 2.00× the median ₹500,000 across 6 semantically similar works. Average description similarity: 0.57."
WS/MP18113/2025-2026/192629,ND-WRK-0300,Normal/Others,2025-2026,2000000.0,30,0.617,1000000.0,994409.25,1873411.5,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.62."
WS/MP18110/2025-2026/209781,ND-WRK-0011,Normal/Others,2025-2026,2000000.0,30,0.729,1000000.0,700000.0,1500000.0,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.73."
WS/MP18112/2024-2025/136520,ND-WRK-0151,Normal/Others,2024-2025,2000000.0,30,0.683,1000000.0,999386.5,1485250.0,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.68."
WS/MP18123/2025-2026/226877,ND-WRK-0839,Normal/Others,2025-2026,1000000.0,30,0.666,500000.0,500000.0,963544.5,2.0,60.0,True,"Sanctioned amount ₹1,000,000 is 2.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.67."
WS/MP18116/2025-2026/223137,ND-WRK-0460,Normal/Others,2025-2026,1000000.0,30,0.642,500000.0,496868.75,750000.0,2.0,60.0,True,"Sanctioned amount ₹1,000,000 is 2.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.64."
WS/MP18307/2025-2026/143609,ND-WRK-1792,Normal/Others,2025-2026,2000000.0,30,0.649,1000000.0,979324.25,1950000.0,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.65."
WS/MP18133/2025-2026/253843,ND-WRK-1496,Normal/Others,2025-2026,1000000.0,30,0.761,500000.0,500000.0,700000.0,2.0,60.0,True,"Sanctioned amount ₹1,000,000 is 2.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.76."
WS/MP18307/2025-2026/143607,ND-WRK-1790,Normal/Others,2025-2026,2000000.0,30,0.63,1000000.0,846681.25,2000000.0,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.63."
WS/MP18307/2025-2026/230963,ND-WRK-1812,Normal/Others,2025-2026,2000000.0,9,0.58,1000000.0,1000000.0,1500000.0,2.0,60.0,True,"Sanctioned amount ₹2,000,000 is 2.00× the median ₹1,000,000 across 9 semantically similar works. Average description similarity: 0.58."
WS/MP18308/2025-2026/145431,ND-WRK-1847,Normal/Others,2025-2026,4000000.0,8,0.586,2000000.0,1500000.0,3125000.0,2.0,60.0,True,"Sanctioned amount ₹4,000,000 is 2.00× the median ₹2,000,000 across 8 semantically similar works. Average description similarity: 0.59."
WS/MP18133/2025-2026/253971,ND-WRK-1523,Normal/Others,2025-2026,1000000.0,30,0.703,500000.0,500000.0,993436.0,2.0,60.0,True,"Sanctioned amount ₹1,000,000 is 2.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.70."
WS/MP18131/2025-2026/206353,ND-WRK-1297,Normal/Others,2025-2026,1000000.0,30,0.663,500000.0,500000.0,976823.0,2.0,60.0,True,"Sanctioned amount ₹1,000,000 is 2.00× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18121/2024-2025/146766,ND-WRK-0778,Normal/Others,2024-2025,1998833.0,20,0.651,1000000.0,999768.0,1500000.0,2.0,59.95,True,"Sanctioned amount ₹1,998,833 is 2.00× the median ₹1,000,000 across 20 semantically similar works. Average description similarity: 0.65."
WS/MP18113/2025-2026/193579,ND-WRK-0306,Normal/Others,2025-2026,1997882.0,30,0.751,1000000.0,969689.25,1498660.0,2.0,59.92,True,"Sanctioned amount ₹1,997,882 is 2.00× the median ₹1,000,000 across 30 semantically similar works. Average description similarity: 0.75."
WS/MP18308/2025-2026/244688,ND-WRK-1856,Normal/Others,2025-2026,2500000.0,30,0.722,1300000.0,992022.5,1900000.0,1.92,56.92,True,"Sanctioned amount ₹2,500,000 is 1.92× the median ₹1,300,000 across 30 semantically similar works. Average description similarity: 0.72."
WS/MP18112/2024-2025/136992,ND-WRK-0161,Normal/Others,2024-2025,2000000.0,5,0.613,1200000.0,1000000.0,1200000.0,1.67,56.67,True,"Sanctioned amount ₹2,000,000 is 1.67× the median ₹1,200,000 across 5 semantically similar works. Average description similarity: 0.61."
WS/MP18127/2025-2026/253715,ND-WRK-1198,Normal/Others,2025-2026,950000.0,30,0.655,500000.0,500000.0,976823.0,1.9,56.0,True,"Sanctioned amount ₹950,000 is 1.90× the median ₹500,000 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18307/2025-2026/180169,ND-WRK-1809,Normal/Others,2025-2026,1900000.0,25,0.612,1000000.0,971493.0,1500000.0,1.9,56.0,True,"Sanctioned amount ₹1,900,000 is 1.90× the median ₹1,000,000 across 25 semantically similar works. Average description similarity: 0.61."
WS/MP18117/2026-2027/263173,ND-WRK-0564,Normal/Others,2026-2027,1500000.0,5,0.566,794104.0,493686.0,950000.0,1.89,55.56,True,"Sanctioned amount ₹1,500,000 is 1.89× the median ₹794,104 across 5 semantically similar works. Average description similarity: 0.57."
WS/MP18123/2025-2026/220022,ND-WRK-0836,Normal/Others,2025-2026,1500000.0,30,0.662,800000.0,500000.0,999000.0,1.88,55.0,True,"Sanctioned amount ₹1,500,000 is 1.88× the median ₹800,000 across 30 semantically similar works. Average description similarity: 0.66."
WS/MP18123/2025-2026/226864,ND-WRK-0838,Normal/Others,2025-2026,1488133.0,19,0.592,800000.0,500000.0,999500.0,1.86,54.41,True,"Sanctioned amount ₹1,488,133 is 1.86× the median ₹800,000 across 19 semantically similar works. Average description similarity: 0.59."
WS/MP664/2025-2026/146365,ND-WRK-2120,Normal/Others,2025-2026,2089002.0,30,0.675,1123120.0,1000000.0,1500000.0,1.86,54.4,True,"Sanctioned amount ₹2,089,002 is 1.86× the median ₹1,123,120 across 30 semantically similar works. Average description similarity: 0.68."
WS/MP687/2025-2026/243678,ND-WRK-2365,Normal/Others,2025-2026,2500000.0,30,0.764,1348877.5,999173.5,1870092.75,1.85,54.14,True,"Sanctioned amount ₹2,500,000 is 1.85× the median ₹1,348,878 across 30 semantically similar works. Average description similarity: 0.76."
WS/MP18376/2026-2027/197851,ND-WRK-2000,Normal/Others,2026-2027,4000000.0,7,0.593,2500000.0,1745974.5,2500000.0,1.6,54.0,True,"Sanctioned amount ₹4,000,000 is 1.60× the median ₹2,500,000 across 7 semantically similar works. Average description similarity: 0.59."
WS/MP18308/2025-2026/262901,ND-WRK-1877,Normal/Others,2025-2026,3500000.0,15,0.599,1900000.0,1500000.0,2500000.0,1.84,53.68,True,"Sanctioned amount ₹3,500,000 is 1.84× the median ₹1,900,000 across 15 semantically similar works. Average description similarity: 0.60."
WS/MP18136/2026-2027/277783,ND-WRK-1699,Normal/Others,2026-2027,1000000.0,8,0.584,550000.0,500000.0,999700.0,1.82,52.73,True,"Sanctioned amount ₹1,000,000 is 1.82× the median ₹550,000 across 8 semantically similar works. Average description similarity: 0.58."
